production_signal_id,network_account_id,signal_channel_code,external_signal_id,signal_text,observed_at,acknowledgement_count,propagation_count,response_count,observation_count,sentiment_score,urgency_score,detected_part_ids,momentum_code,processed_at,created_at
992,132,partner_operations,ext_tiktok_00000992,Supplier update: Injection Molded Gear Housing capacity at Quantum Plastics Group is getting tight after a spike in work orders,2025-10-01T21:44:57Z,424,15,10,1822,0.247,,,stable,,2026-06-29T21:44:57Z
993,54,market_feed,ext_youtube_00000993,Plant dispatch note - Pacific Sensor Systems Vibration Analytics Gateway is the part every line wants scheduled right now,2025-09-30T21:44:57Z,644,98,41,18336,0.807,,,stable,,2026-06-29T21:44:57Z
994,336,supplier_portal,ext_twitter_00000994,Condition-monitoring follow-up: demand for Line Utilization Beacon is up and Pacific Sensor Systems needs more capacity slots,2025-09-29T21:44:57Z,3091,600,413,29366,0.735,,,elevated,,2026-06-29T21:44:57Z
995,18,supplier_portal,ext_twitter_00000995,The plant is seeing increased demand for changeover tooling after schedule changes,2025-09-28T21:44:57Z,690,24,45,6857,0.388,,,stable,,2026-06-29T21:44:57Z
996,48,supplier_portal,ext_twitter_00000996,Quality engineers keep asking for inspection capacity before launch builds,2025-09-27T21:44:57Z,17519,9631,5365,478706,-0.285,,,escalating,,2026-06-29T21:44:57Z
997,454,plant_floor,ext_instagram_00000997,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-09-26T21:44:57Z,415,77,13,15992,0.708,,,stable,,2026-06-29T21:44:57Z
998,506,market_feed,ext_youtube_00000998,Supplier quality screening is surfacing new need for Injection Molded Gear Housing from Quantum Plastics Group,2025-09-25T21:44:57Z,8433,467,917,34255,0.753,,,elevated,,2026-06-29T21:44:57Z
999,303,quality_bulletin,ext_threads_00000999,"If your plants need Line Utilization Beacon, check Pacific Sensor Systems availability early; slots are moving fast",2025-09-24T21:44:57Z,227,58,22,13504,0.552,,,stable,,2026-06-29T21:44:57Z
1000,474,plant_floor,ext_instagram_00001000,Day 30 with the Collaborative Assembly Cell Slot workflow and the operations team says RoboFlex Assembly reduced manual expediting,2025-09-23T21:44:57Z,713,74,1,12580,0.851,,,stable,,2026-06-29T21:44:57Z
1001,258,quality_bulletin,ext_threads_00001001,Bearing and seal kits are the top request in our maintenance channel this week,2025-09-22T21:44:57Z,459,27,45,5905,0.756,,,stable,,2026-06-29T21:44:57Z
1002,515,supplier_portal,ext_twitter_00001002,Line supervisors need earlier visibility into production slot availability,2025-09-21T21:44:57Z,3427,821,637,110577,-0.106,,,elevated,,2026-06-29T21:44:57Z
1003,210,quality_bulletin,ext_threads_00001003,Morning S&OP review featuring Vibration Analytics Gateway. Pacific Sensor Systems needs pre-positioned production capacity,2025-09-20T21:44:57Z,3825,1040,873,50888,0.619,,,elevated,,2026-06-29T21:44:57Z
1004,434,plant_floor,ext_instagram_00001004,Added Industrial-Grade Enclosure Shell to the high-priority build plan. Thank you Quantum Plastics Group for closing the gap,2025-09-19T21:44:57Z,9812,1821,485,152401,0.646,,,elevated,,2026-06-29T21:44:57Z
1005,30,quality_bulletin,ext_threads_00001005,Line supervisors are asking for Vision Inspection Station through RoboFlex Assembly; demand is clearly rising,2025-09-18T21:44:57Z,21482,12359,1808,617955,0.838,,,escalating,,2026-06-29T21:44:57Z
1006,479,plant_floor,ext_instagram_00001006,Production planners are flagging Predictive Maintenance Sensor Pack from Apex Automation Systems as a bottleneck this week,2025-09-17T21:44:57Z,825,89,48,2191,0.873,,,stable,,2026-06-29T21:44:57Z
1007,259,plant_floor,ext_instagram_00001007,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-09-16T21:44:57Z,1367,1416,241,72919,0.768,,,elevated,,2026-06-29T21:44:57Z
1008,393,quality_bulletin,ext_threads_00001008,Plant dispatch note - MotorWorks Mobility Thermal Management Manifold is the part every line wants scheduled right now,2025-09-15T21:44:57Z,762,96,43,13664,0.659,,,stable,,2026-06-29T21:44:57Z
1009,377,market_feed,ext_youtube_00001009,Condition-monitoring follow-up: demand for Industrial-Grade Enclosure Shell is up and Quantum Plastics Group needs more capacity slots,2025-09-14T21:44:57Z,4429,1703,515,143563,0.775,,,elevated,,2026-06-29T21:44:57Z
1010,412,market_feed,ext_youtube_00001010,"Two-week review of CircuitForge Electronics Ruggedized Edge Compute Module: strong yield, but capacity planning matters",2025-09-13T21:44:57Z,795,37,46,962,0.239,,,stable,,2026-06-29T21:44:57Z
1011,438,quality_bulletin,ext_threads_00001011,Bearing and seal kits are the top request in our maintenance channel this week,2025-09-12T21:44:57Z,229,25,30,8988,0.57,,,stable,,2026-06-29T21:44:57Z
1012,30,quality_bulletin,ext_threads_00001012,Line supervisors need earlier visibility into production slot availability,2025-09-11T21:44:57Z,2404,1090,170,156969,0.481,,,elevated,,2026-06-29T21:44:57Z
1013,12,partner_operations,ext_tiktok_00001013,Supplier quality screening is surfacing new need for Line Utilization Beacon from Pacific Sensor Systems,2025-09-10T21:44:57Z,652,30,9,11112,0.565,,,stable,,2026-06-29T21:44:57Z
1014,158,supplier_portal,ext_twitter_00001014,"If your plants need Industrial-Grade Enclosure Shell, check Quantum Plastics Group availability early; slots are moving fast",2025-09-09T21:44:57Z,9162,1727,705,181956,0.24,,,elevated,,2026-06-29T21:44:57Z
1015,150,quality_bulletin,ext_threads_00001015,Day 30 with the Injection Molded Gear Housing workflow and the operations team says Quantum Plastics Group reduced manual expediting,2025-09-08T21:44:57Z,499,49,42,1146,0.889,,,stable,,2026-06-29T21:44:57Z
1016,233,supplier_portal,ext_twitter_00001016,Recommended Titan Parts Network Field Service Spare Parts Pack to a production planner today because avoidable downtime is the risk,2025-09-07T21:44:57Z,59,47,43,6320,0.412,,,stable,,2026-06-29T21:44:57Z
1017,226,plant_floor,ext_instagram_00001017,"Thought Recyclable Protective Packaging Insert demand would level off, but GreenPack Materials is still seeing urgent work orders",2025-09-06T21:44:57Z,519,23,22,12278,0.886,,,stable,,2026-06-29T21:44:57Z
1018,173,supplier_portal,ext_twitter_00001018,Morning S&OP review featuring Industrial Gateway PCB Assembly. CircuitForge Electronics needs pre-positioned production capacity,2025-09-05T21:44:57Z,5132,463,973,49871,0.356,,,elevated,,2026-06-29T21:44:57Z
1019,482,market_feed,ext_youtube_00001019,Added Industrial Gateway PCB Assembly to the high-priority build plan. Thank you CircuitForge Electronics for closing the gap,2025-09-04T21:44:57Z,3209,1868,989,192895,0.534,,,elevated,,2026-06-29T21:44:57Z
1020,193,supplier_portal,ext_twitter_00001020,Line supervisors are asking for Modular CNC Workholding Kit through NordicTool Works; demand is clearly rising,2025-09-03T21:44:57Z,25,36,11,12810,0.683,,,stable,,2026-06-29T21:44:57Z
1021,133,supplier_portal,ext_twitter_00001021,Production planners are flagging Ruggedized Edge Compute Module from CircuitForge Electronics as a bottleneck this week,2025-09-02T21:44:57Z,65,58,31,17961,0.472,,,stable,,2026-06-29T21:44:57Z
1022,470,partner_operations,ext_tiktok_00001022,Supplier update: Collaborative Assembly Cell Slot capacity at RoboFlex Assembly is getting tight after a spike in work orders,2025-09-01T21:44:57Z,65,3,14,13535,0.509,,,stable,,2026-06-29T21:44:57Z
1023,230,quality_bulletin,ext_threads_00001023,Plant dispatch note - Apex Automation Systems Servo Drive Controller AX-400 is the part every line wants scheduled right now,2025-08-31T21:44:57Z,264,51,14,3535,0.812,,,stable,,2026-06-29T21:44:57Z
1024,43,supplier_portal,ext_twitter_00001024,Condition-monitoring follow-up: demand for Line Utilization Beacon is up and Pacific Sensor Systems needs more capacity slots,2025-08-30T21:44:57Z,771,71,47,9582,0.836,,,stable,,2026-06-29T21:44:57Z
1025,488,quality_bulletin,ext_threads_00001025,"Two-week review of Titan Parts Network Hydraulic Actuator Repair Kit: strong yield, but capacity planning matters",2025-08-29T21:44:57Z,522,94,7,3847,0.911,,,stable,,2026-06-29T21:44:57Z
1026,336,supplier_portal,ext_twitter_00001026,Quality engineers keep asking for inspection capacity before launch builds,2025-08-28T21:44:57Z,6225,1908,200,118629,0.633,,,elevated,,2026-06-29T21:44:57Z
1027,33,supplier_portal,ext_twitter_00001027,Operations huddle: prioritize PrecisionCast Foundry Welded Structural Bracket Set before the weekend production surge,2025-08-27T21:44:57Z,43,95,13,178,0.657,,,stable,,2026-06-29T21:44:57Z
1028,417,market_feed,ext_youtube_00001028,Supplier quality screening is surfacing new need for Recyclable Protective Packaging Insert from GreenPack Materials,2025-08-26T21:44:57Z,677,29,46,1625,0.421,,,stable,,2026-06-29T21:44:57Z
1029,472,market_feed,ext_youtube_00001029,"If your plants need High-Precision Drill Fixture, check NordicTool Works availability early; slots are moving fast",2025-08-25T21:44:57Z,10056,7153,2694,763735,0.562,,,escalating,,2026-06-29T21:44:57Z
1030,471,supplier_portal,ext_twitter_00001030,Day 30 with the Power Regulation Board workflow and the operations team says CircuitForge Electronics reduced manual expediting,2025-08-24T21:44:57Z,450,98,15,3663,0.704,,,stable,,2026-06-29T21:44:57Z
1031,212,partner_operations,ext_tiktok_00001031,Recommended AlloyWorks Fabrication Nickel Alloy Heat Shield to a production planner today because avoidable downtime is the risk,2025-08-23T21:44:57Z,37401,5612,1361,821225,0.798,,,escalating,,2026-06-29T21:44:57Z
1032,344,plant_floor,ext_instagram_00001032,"Thought CNC Machined Pump Impeller demand would level off, but PrecisionCast Foundry is still seeing urgent work orders",2025-08-22T21:44:57Z,34,37,21,1042,0.37,,,stable,,2026-06-29T21:44:57Z
1033,483,quality_bulletin,ext_threads_00001033,Morning S&OP review featuring Line Changeover Gauge Set. NordicTool Works needs pre-positioned production capacity,2025-08-21T21:44:57Z,995,88,46,14569,0.212,,,stable,,2026-06-29T21:44:57Z
1034,394,plant_floor,ext_instagram_00001034,Added Industrial Gateway PCB Assembly to the high-priority build plan. Thank you CircuitForge Electronics for closing the gap,2025-08-20T21:44:57Z,4943,1769,182,185288,0.798,,,elevated,,2026-06-29T21:44:57Z
1035,314,plant_floor,ext_instagram_00001035,The plant is seeing increased demand for changeover tooling after schedule changes,2025-08-19T21:44:57Z,4729,646,232,134903,0.343,,,elevated,,2026-06-29T21:44:57Z
1036,25,quality_bulletin,ext_threads_00001036,Production planners are flagging Industrial-Grade Enclosure Shell from Quantum Plastics Group as a bottleneck this week,2025-08-18T21:44:57Z,768,7,4,10244,0.942,,,stable,,2026-06-29T21:44:57Z
1037,449,plant_floor,ext_instagram_00001037,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-08-17T21:44:57Z,942,8,3,6924,0.459,,,stable,,2026-06-29T21:44:57Z
1038,75,quality_bulletin,ext_threads_00001038,Plant dispatch note - CircuitForge Electronics Power Regulation Board is the part every line wants scheduled right now,2025-08-16T21:44:57Z,335,80,45,16469,0.538,,,stable,,2026-06-29T21:44:57Z
1039,107,partner_operations,ext_tiktok_00001039,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-08-15T21:44:57Z,903,12,23,12808,-0.181,,,stable,,2026-06-29T21:44:57Z
1040,357,market_feed,ext_youtube_00001040,"Two-week review of PrecisionCast Foundry Investment Cast Valve Body: strong yield, but capacity planning matters",2025-08-14T21:44:57Z,2352,543,958,179504,0.716,,,elevated,,2026-06-29T21:44:57Z
1041,50,quality_bulletin,ext_threads_00001041,Bearing and seal kits are the top request in our maintenance channel this week,2025-08-13T21:44:57Z,199558,49632,37775,5764244,-0.22,,,critical,,2026-06-29T21:44:57Z
1042,265,partner_operations,ext_tiktok_00001042,Operations huddle: prioritize PrecisionCast Foundry Investment Cast Valve Body before the weekend production surge,2025-08-12T21:44:57Z,981,73,12,16613,0.69,,,stable,,2026-06-29T21:44:57Z
1043,331,supplier_portal,ext_twitter_00001043,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2025-08-11T21:44:57Z,711,13,23,3457,0.058,,,stable,,2026-06-29T21:44:57Z
1044,108,supplier_portal,ext_twitter_00001044,Transportation delays are slowing component availability for several customer programs,2025-08-10T21:44:57Z,538,49,30,9067,-0.287,,,stable,,2026-06-29T21:44:57Z
1045,282,market_feed,ext_youtube_00001045,The plant is seeing increased demand for changeover tooling after schedule changes,2025-08-09T21:44:57Z,30,60,19,15766,0.019,,,stable,,2026-06-29T21:44:57Z
1046,,partner_operations,ext_tiktok_00001046,Quality engineers keep asking for inspection capacity before launch builds,2025-08-08T21:44:57Z,33164,4576,3936,492314,0.513,,,escalating,,2026-06-29T21:44:57Z
1047,154,market_feed,ext_youtube_00001047,"Thought Line Changeover Gauge Set demand would level off, but NordicTool Works is still seeing urgent work orders",2025-08-07T21:44:57Z,29262,6409,5963,872675,0.841,,,escalating,,2026-06-29T21:44:57Z
1048,312,market_feed,ext_youtube_00001048,Morning S&OP review featuring Hydraulic Actuator Repair Kit. Titan Parts Network needs pre-positioned production capacity,2025-08-06T21:44:57Z,265246,18435,46672,14981819,0.434,,,critical,,2026-06-29T21:44:57Z
1049,50,quality_bulletin,ext_threads_00001049,Supplier constraints are creating new handoffs to procurement and logistics partners,2025-08-05T21:44:57Z,899,17,16,14923,0.375,,,stable,,2026-06-29T21:44:57Z
1050,70,quality_bulletin,ext_threads_00001050,Operators are asking for clearer shortage signals and faster replenishment windows,2025-08-04T21:44:57Z,8751,1030,482,137810,0.738,,,elevated,,2026-06-29T21:44:57Z
1051,240,quality_bulletin,ext_threads_00001051,Bearing and seal kits are the top request in our maintenance channel this week,2025-08-03T21:44:57Z,934,73,11,7271,0.672,,,stable,,2026-06-29T21:44:57Z
1052,187,partner_operations,ext_tiktok_00001052,Supplier update: High-Precision Drill Fixture capacity at NordicTool Works is getting tight after a spike in work orders,2025-08-02T21:44:57Z,459,40,26,3549,0.734,,,stable,,2026-06-29T21:44:57Z
1053,3,supplier_portal,ext_twitter_00001053,Remote monitoring alerts are helping the team catch downtime risk before a line stop,2025-08-01T21:44:57Z,604,14,16,11346,0.252,,,stable,,2026-06-29T21:44:57Z
1054,162,partner_operations,ext_tiktok_00001054,Transportation delays are slowing component availability for several customer programs,2025-07-31T21:44:57Z,141,84,46,19682,0.328,,,stable,,2026-06-29T21:44:57Z
1055,54,market_feed,ext_youtube_00001055,The plant is seeing increased demand for changeover tooling after schedule changes,2025-07-30T21:44:57Z,602,36,45,15100,0.26,,,stable,,2026-06-29T21:44:57Z
1056,160,quality_bulletin,ext_threads_00001056,Maintenance teams keep asking where to find Predictive Maintenance Sensor Pack. Apex Automation Systems is showing up in every shortage thread,2025-07-29T21:44:57Z,926,26,1,13421,0.252,,,stable,,2026-06-29T21:44:57Z
1057,102,partner_operations,ext_tiktok_00001057,Maintenance teams need better spare-part outreach after recent unplanned downtime,2025-07-28T21:44:57Z,699,53,7,16531,0.393,,,stable,,2026-06-29T21:44:57Z
1058,486,supplier_portal,ext_twitter_00001058,Supplier quality screening is surfacing new need for Recyclable Protective Packaging Insert from GreenPack Materials,2025-07-27T21:44:57Z,329,76,29,8002,0.424,,,stable,,2026-06-29T21:44:57Z
1059,241,plant_floor,ext_instagram_00001059,"If your plants need Hydraulic Actuator Repair Kit, check Titan Parts Network availability early; slots are moving fast",2025-07-26T21:44:57Z,27792,14124,3094,756641,0.85,,,escalating,,2026-06-29T21:44:57Z
1060,154,market_feed,ext_youtube_00001060,Operators are asking for clearer shortage signals and faster replenishment windows,2025-07-25T21:44:57Z,9082,632,795,25915,-0.248,,,elevated,,2026-06-29T21:44:57Z
1061,193,supplier_portal,ext_twitter_00001061,Recommended Apex Automation Systems Robotic Palletizer Control Cabinet to a production planner today because avoidable downtime is the risk,2025-07-24T21:44:57Z,24697,6249,6727,727333,0.348,,,escalating,,2026-06-29T21:44:57Z
